Stkcd	Accper	Typrep	Indcd	F110101B	F110301B	F110401B	F110801B
000001	2014-09-30	A	J66		.000000	.000000	1.000000
000001	2014-06-30	A	J66		.000000	.000000	1.000000
000001	2014-03-31	A	J66		.000000	.000000	1.000000
000001	2013-12-31	A	J66	.160000	.100017	-.010000	.899983
000001	2013-09-30	A	J66		.000000	.000000	1.000000
000001	2013-06-30	A	J66		.000000	-.100000	1.000000
000001	2013-03-31	A	J66		.000000	.000000	1.000000
000001	2012-12-31	A	J66	.170000	.064465	.170000	.935535
000001	2012-09-30	A	J66		.000000	.000000	1.000000
000001	2012-06-30	A	J66	.100000	.074580	.100000	.925420
000001	2012-03-31	A	J66		.000000	.000000	1.000000
000001	2011-12-31	A	J66		.000000	.000000	1.000000
000001	2011-09-30	A	J66		.000000	.000000	1.000000
000001	2011-06-30	A	J66		.000000	.000000	1.000000
000001	2011-03-31	A	J66		.000000	.000000	1.000000
000001	2010-12-31	A	J66		.000000	.000000	1.000000
000001	2010-09-30	A	J66		.000000	.000000	1.000000
000001	2010-06-30	A	J66		.000000	.000000	1.000000
000001	2010-03-31	A	J66		.000000	.000000	1.000000
000001	2009-12-31	A	J66		.000000	.000000	1.000000
000001	2009-09-30	A	J66		.000000	.000000	1.000000
000001	2009-06-30	A	J66		.000000	-.033500	1.000000
000001	2009-03-31	A	J66		.000000	.000000	1.000000
000001	2008-12-31	A	J66		.000000	.000000	1.000000
000001	2008-09-30	A	J66		.000000	.000000	1.000000
000001	2008-06-30	A	J66	.033500	.037328	.033500	.962672
000001	2008-03-31	A	J66		.000000	.000000	1.000000
000001	2007-12-31	A	J66		.000000	.000000	1.000000
000001	2007-09-30	A	J66		.000000	.000000	1.000000
000001	2007-06-30	A	J66		.000000	.000000	1.000000
000001	2007-03-31	A	J66		.000000	.000000	1.000000
000001	2006-12-31	A	J66		.000000	.000000	1.000000
000001	2006-09-30	A	J66		.000000	.000000	1.000000
000001	2006-06-30	A	J66		.000000	.000000	1.000000
000001	2006-03-31	A	J66		.000000	.000000	1.000000
000001	2005-12-31	A	J66		.000000	.000000	1.000000
000001	2005-09-30	A	J66		.000000	.000000	1.000000
000001	2005-06-30	A	J66		.000000	.000000	1.000000
000001	2005-03-31	A	J66		.000000	.000000	1.000000
000001	2004-12-31	A	J66		.000000	.000000	1.000000
000002	2014-09-30	A	K70		.000000	.000000	1.000000
000002	2014-06-30	A	K70		.000000	.000000	1.000000
000002	2014-03-31	A	K70		.000000	.000000	1.000000
000002	2013-12-31	A	K70	.410000	.246817	.230000	.753183
000002	2013-09-30	A	K70		.000000	.000000	1.000000
000002	2013-06-30	A	K70		.000000	.000000	1.000000
000002	2013-03-31	A	K70		.000000	.000000	1.000000
000002	2012-12-31	A	K70	.180000	.126365	.050000	.873635
000002	2012-09-30	A	K70		.000000	.000000	1.000000
000002	2012-06-30	A	K70		.000000	.000000	1.000000
000002	2012-03-31	A	K70		.000000	.000000	1.000000
000002	2011-12-31	A	K70	.130000	.123226	.030000	.876774
000002	2011-09-30	A	K70		.000000	.000000	1.000000
000002	2011-06-30	A	K70		.000000	.000000	1.000000
000002	2011-03-31	A	K70		.000000	.000000	1.000000
000002	2010-12-31	A	K70	.100000	.124386	.030000	.875614
000002	2010-09-30	A	K70		.000000	.000000	1.000000
000002	2010-06-30	A	K70		.000000	.000000	1.000000
000002	2010-03-31	A	K70		.000000	.000000	1.000000
000002	2009-12-31	A	K70	.070000	.119699	.020000	.880301
000002	2009-09-30	A	K70		.000000	.000000	1.000000
000002	2009-06-30	A	K70		.000000	.000000	1.000000
000002	2009-03-31	A	K70		.000000	.000000	1.000000
000002	2008-12-31	A	K70	.050000	.118486	-.050000	.881514
000002	2008-09-30	A	K70		.000000	.000000	1.000000
000002	2008-06-30	A	K70		.000000	.000000	1.000000
000002	2008-03-31	A	K70		.000000	.000000	1.000000
000002	2007-12-31	A	K70	.100000	.129234	-.050000	.870766
000002	2007-09-30	A	K70		.000000	.000000	1.000000
000002	2007-06-30	A	K70		.000000	.000000	1.000000
000002	2007-03-31	A	K70		.000000	.000000	1.000000
000002	2006-12-31	A	K70	.150000	.283951	.000000	.716049
000002	2006-09-30	A	K70		.000000	.000000	1.000000
000002	2006-06-30	A	K70		.000000	.000000	1.000000
000002	2006-03-31	A	K70		.000000	.000000	1.000000
000002	2005-12-31	A	K70	.150000	.389558	.000000	.610442
000002	2005-09-30	A	K70		.000000	.000000	1.000000
000002	2005-06-30	A	K70		.000000	.000000	1.000000
000002	2005-03-31	A	K70		.000000	.000000	1.000000
000002	2004-12-31	A	K70	.150000	.373684	.100000	.626316
000004	2014-09-30	A	C27		.000000	.000000	1.000000
000004	2014-06-30	A	C27		.000000	.000000	1.000000
000004	2014-03-31	A	C27		.000000	.000000	1.000000
000004	2013-12-31	A	C27		.000000	.000000	1.000000
000004	2013-09-30	A	C27		.000000	.000000	1.000000
000004	2013-06-30	A	C27		.000000	.000000	1.000000
000004	2013-03-31	A	C27		.000000	.000000	1.000000
000004	2012-12-31	A	C27		.000000	.000000	1.000000
000004	2012-09-30	A	C27		.000000	.000000	1.000000
000004	2012-06-30	A	C27		.000000	.000000	1.000000
000004	2012-03-31	A	C27		.000000	.000000	1.000000
000004	2011-12-31	A	C27		.000000	.000000	1.000000
000004	2011-09-30	A	C27		.000000	.000000	1.000000
000004	2011-06-30	A	C27		.000000	.000000	1.000000
000004	2011-03-31	A	C27		.000000	.000000	1.000000
000004	2010-12-31	A	C27		.000000	.000000	1.000000
000004	2010-09-30	A	C27		.000000	.000000	1.000000
000004	2010-06-30	A	G54		.000000	.000000	1.000000
000004	2010-03-31	A	G54		.000000	.000000	1.000000
000004	2009-12-31	A	G54		.000000	.000000	1.000000
000004	2009-09-30	A	G54		.000000	.000000	1.000000
000004	2009-06-30	A	G54		.000000	.000000	1.000000
000004	2009-03-31	A	G54		.000000	.000000	1.000000
000004	2008-12-31	A	G54		.000000	.000000	1.000000
000004	2008-09-30	A	G54		.000000	.000000	1.000000
000004	2008-06-30	A	G54		.000000	.000000	1.000000
000004	2008-03-31	A	G54		.000000	.000000	1.000000
000004	2007-12-31	A	G54		.000000	.000000	1.000000
000004	2007-09-30	A	G54		.000000	.000000	1.000000
000004	2007-06-30	A	G54		.000000	.000000	1.000000
000004	2007-03-31	A	G54		.000000	.000000	1.000000
000004	2006-12-31	A	G54		.000000	.000000	1.000000
000004	2006-09-30	A	G54		.000000	.000000	1.000000
000004	2006-06-30	A	G54		.000000	.000000	1.000000
000004	2005-12-31	A	G54		.000000	.000000	1.000000
000004	2005-09-30	A	G54		.000000	.000000	1.000000
000004	2005-06-30	A	G54		.000000	.000000	1.000000
000004	2005-03-31	A	G54		.000000	.000000	1.000000
000004	2004-12-31	A	G54		.000000	.000000	1.000000
000005	2014-09-30	A	K70		.000000	.000000	1.000000
000005	2014-06-30	A	K70		.000000	.000000	1.000000
000005	2014-03-31	A	K70		.000000	.000000	1.000000
000005	2013-12-31	A	K70		.000000	.000000	1.000000
000005	2013-09-30	A	K70		.000000	.000000	1.000000
000005	2013-06-30	A	K70		.000000	.000000	1.000000
000005	2013-03-31	A	K70		.000000	.000000	1.000000
000005	2012-12-31	A	K70		.000000	.000000	1.000000
000005	2012-09-30	A	S90		.000000	.000000	1.000000
000005	2012-06-30	A	S90		.000000	.000000	1.000000
000005	2012-03-31	A	S90		.000000	.000000	1.000000
000005	2011-12-31	A	S90		.000000	.000000	1.000000
000005	2011-09-30	A	S90		.000000	.000000	1.000000
000005	2011-06-30	A	S90		.000000	.000000	1.000000
000005	2011-03-31	A	S90		.000000	.000000	1.000000
000005	2010-12-31	A	S90		.000000	.000000	1.000000
000005	2010-09-30	A	S90		.000000	.000000	1.000000
000005	2010-06-30	A	S90		.000000	.000000	1.000000
000005	2010-03-31	A	S90		.000000	.000000	1.000000
000005	2009-12-31	A	S90		.000000	.000000	1.000000
000005	2009-09-30	A	S90		.000000	.000000	1.000000
000005	2009-06-30	A	S90		.000000	.000000	1.000000
000005	2009-03-31	A	S90		.000000	.000000	1.000000
000005	2008-12-31	A	S90		.000000	.000000	1.000000
000005	2008-09-30	A	S90		.000000	.000000	1.000000
000005	2008-06-30	A	S90		.000000	.000000	1.000000
000005	2008-03-31	A	S90		.000000	.000000	1.000000
000005	2007-12-31	A	S90		.000000	.000000	1.000000
000005	2007-09-30	A	S90		.000000	.000000	1.000000
000005	2007-06-30	A	S90		.000000	.000000	1.000000
000005	2007-03-31	A	S90		.000000	.000000	1.000000
000005	2006-12-31	A	S90		.000000	.000000	1.000000
000005	2006-06-30	A	S90		.000000	.000000	1.000000
000005	2005-12-31	A	S90		.000000	.000000	1.000000
000005	2005-09-30	A	S90		.000000	.000000	1.000000
000005	2005-06-30	A	S90		.000000	.000000	1.000000
000005	2005-03-31	A	S90		.000000	.000000	1.000000
000005	2004-12-31	A	S90		.000000	.000000	1.000000
000006	2014-09-30	A	K70		.000000	.000000	1.000000
000006	2014-06-30	A	K70		.000000	.000000	1.000000
000006	2014-03-31	A	K70		.000000	.000000	1.000000
000006	2013-12-31	A	K70	.155000	.299780	.055000	.700220
000006	2013-09-30	A	K70		.000000	.000000	1.000000
000006	2013-06-30	A	K70		.000000	.000000	1.000000
000006	2013-03-31	A	K70		.000000	.000000	1.000000
000006	2012-12-31	A	K70	.100000	.204222	.060000	.795778
000006	2012-09-30	A	K70		.000000	.000000	1.000000
000006	2012-06-30	A	K70		.000000	.000000	1.000000
000006	2012-03-31	A	K70		.000000	.000000	1.000000
000006	2011-12-31	A	K70	.040000	.091128	-.020000	.908872
000006	2011-09-30	A	K70		.000000	.000000	1.000000
000006	2011-06-30	A	K70		.000000	.000000	1.000000
000006	2011-03-31	A	K70		.000000	.000000	1.000000
000006	2010-12-31	A	K70	.060000	.091943	-.060000	.908057
000006	2010-09-30	A	K70		.000000	.000000	1.000000
000006	2010-06-30	A	K70		.000000	.000000	1.000000
000006	2010-03-31	A	K70		.000000	.000000	1.000000
000006	2009-12-31	A	K70	.120000	.181557	.040000	.818443
000006	2009-09-30	A	K70		.000000	.000000	1.000000
000006	2009-06-30	A	K70		.000000	.000000	1.000000
000006	2009-03-31	A	K70		.000000	.000000	1.000000
000006	2008-12-31	A	K70	.080000	.270118	-.020000	.729882
000006	2008-09-30	A	K70		.000000	.000000	1.000000
000006	2008-06-30	A	K70		.000000	.000000	1.000000
000006	2008-03-31	A	K70		.000000	.000000	1.000000
000006	2007-12-31	A	K70	.100000	.100471	-.250000	.899529
000006	2007-09-30	A	K70		.000000	.000000	1.000000
000006	2007-06-30	A	K70		.000000	.000000	1.000000
000006	2007-03-31	A	K70		.000000	.000000	1.000000
000006	2006-12-31	A	K70	.350000	.411950	.170000	.588050
000006	2006-06-30	A	K70		.000000	.000000	1.000000
000006	2006-03-31	A	K70		.000000	.000000	1.000000
000006	2005-12-31	A	K70	.180000	.437971	.105000	.562029
000006	2005-09-30	A	K70		.000000	.000000	1.000000
000006	2005-06-30	A	K70		.000000	.000000	1.000000
000006	2005-03-31	A	K70		.000000	.000000	1.000000
000006	2004-12-31	A	K70	.075000	.389975	.075000	.610025
000007	2014-09-30	A	H61		.000000	.000000	1.000000
000007	2014-06-30	A	H61		.000000	.000000	1.000000
000007	2014-03-31	A	H61		.000000	.000000	1.000000
000007	2013-12-31	A	H61		.000000	.000000	1.000000
000007	2013-09-30	A	H61		.000000	.000000	1.000000
000007	2013-06-30	A	H61		.000000	.000000	1.000000
000007	2013-03-31	A	H61		.000000	.000000	1.000000
000007	2012-12-31	A	H61		.000000	.000000	1.000000
000007	2012-09-30	A	H61		.000000	.000000	1.000000
000007	2012-06-30	A	H61		.000000	.000000	1.000000
000007	2012-03-31	A	H61		.000000	.000000	1.000000
000007	2011-12-31	A	H61		.000000	.000000	1.000000
000007	2011-09-30	A	H61		.000000	.000000	1.000000
000007	2011-06-30	A	H61		.000000	.000000	1.000000
000007	2011-03-31	A	H61		.000000	.000000	1.000000
000007	2010-12-31	A	H61		.000000	.000000	1.000000
000007	2010-09-30	A	H61		.000000	.000000	1.000000
000007	2010-06-30	A	H61		.000000	.000000	1.000000
000007	2010-03-31	A	K70		.000000	.000000	1.000000
000007	2009-12-31	A	K70		.000000	.000000	1.000000
000007	2009-09-30	A	K70		.000000	.000000	1.000000
000007	2009-06-30	A	K70		.000000	.000000	1.000000
000007	2009-03-31	A	K70		.000000	.000000	1.000000
000007	2008-12-31	A	K70		.000000	.000000	1.000000
000007	2008-09-30	A	K70		.000000	.000000	1.000000
000007	2008-06-30	A	K70		.000000	.000000	1.000000
000007	2008-03-31	A	K70		.000000	.000000	1.000000
000007	2007-12-31	A	K70		.000000	.000000	1.000000
000007	2007-09-30	A	K70		.000000	.000000	1.000000
000007	2007-06-30	A	K70		.000000	.000000	1.000000
000007	2007-03-31	A	K70		.000000	.000000	1.000000
000007	2006-12-31	A	K70		.000000	.000000	1.000000
000007	2006-09-30	A	K70		.000000	.000000	1.000000
000007	2006-06-30	A	K70		.000000	.000000	1.000000
000007	2006-03-31	A	K70		.000000	.000000	1.000000
000007	2005-12-31	A	K70		.000000	.000000	1.000000
000007	2005-06-30	A	K70		.000000	.000000	1.000000
000007	2005-03-31	A	K70		.000000	.000000	1.000000
000007	2004-12-31	A	K70		.000000	.000000	1.000000
000008	2014-09-30	A	H61		.000000	.000000	1.000000
000008	2014-06-30	A	H61		.000000	.000000	1.000000
000008	2014-03-31	A	H61		.000000	.000000	1.000000
000008	2013-12-31	A	H61		.000000	.000000	1.000000
000008	2013-09-30	A	H61		.000000	.000000	1.000000
000008	2013-06-30	A	H61		.000000	.000000	1.000000
000008	2013-03-31	A	H61		.000000	.000000	1.000000
000008	2012-12-31	A	H61		.000000	.000000	1.000000
000008	2012-09-30	A	F51		.000000	.000000	1.000000
000008	2012-06-30	A	F51		.000000	.000000	1.000000
000008	2012-03-31	A	F51		.000000	.000000	1.000000
000008	2011-12-31	A	F51		.000000	.000000	1.000000
000008	2011-09-30	A	F51		.000000	.000000	1.000000
000008	2011-06-30	A	F51		.000000	.000000	1.000000
000008	2011-03-31	A	F51		.000000	.000000	1.000000
000008	2010-12-31	A	F51		.000000	.000000	1.000000
000008	2010-09-30	A	F51		.000000	.000000	1.000000
000008	2010-06-30	A	I64		.000000	.000000	1.000000
000008	2010-03-31	A	I64		.000000	.000000	1.000000
000008	2009-12-31	A	I64		.000000	.000000	1.000000
000008	2009-09-30	A	I64		.000000	.000000	1.000000
000008	2009-06-30	A	I64		.000000	.000000	1.000000
000008	2009-03-31	A	I64		.000000	.000000	1.000000
000008	2008-12-31	A	I64		.000000	.000000	1.000000
000008	2008-09-30	A	I64		.000000	.000000	1.000000
000008	2008-06-30	A	I64		.000000	.000000	1.000000
000008	2008-03-31	A	I64		.000000	.000000	1.000000
000008	2007-12-31	A	I64		.000000	.000000	1.000000
000008	2007-09-30	A	I64		.000000	.000000	1.000000
000008	2007-06-30	A	I64		.000000	.000000	1.000000
000008	2007-03-31	A	I64		.000000	.000000	1.000000
000008	2006-12-31	A	I64		.000000	.000000	1.000000
000008	2006-09-30	A	I64		.000000	.000000	1.000000
000008	2006-06-30	A	I64		.000000	.000000	1.000000
000008	2006-03-31	A	I64		.000000	.000000	1.000000
000008	2005-12-31	A	I64		.000000	.000000	1.000000
000008	2005-09-30	A	I64		.000000	.000000	1.000000
000008	2005-06-30	A	I64		.000000	.000000	1.000000
000008	2005-03-31	A	I64		.000000	.000000	1.000000
000008	2004-12-31	A	I64		.000000	.000000	1.000000
000009	2014-09-30	A	S90		.000000	.000000	1.000000
000009	2014-06-30	A	S90		.000000	.000000	1.000000
000009	2014-03-31	A	S90		.000000	.000000	1.000000
000009	2013-12-31	A	S90	.030000	.084725	.000000	.915275
000009	2013-09-30	A	S90		.000000	.000000	1.000000
000009	2013-06-30	A	S90		.000000	.000000	1.000000
000009	2013-03-31	A	S90		.000000	.000000	1.000000
000009	2012-12-31	A	S90	.030000	.106484	.030000	.893516
000009	2012-09-30	A	S90		.000000	.000000	1.000000
000009	2012-06-30	A	S90		.000000	.000000	1.000000
000009	2012-03-31	A	S90		.000000	.000000	1.000000
000009	2011-12-31	A	S90		.000000	-.020000	1.000000
000009	2011-09-30	A	S90		.000000	.000000	1.000000
000009	2011-06-30	A	S90		.000000	.000000	1.000000
000009	2011-03-31	A	S90		.000000	.000000	1.000000
000009	2010-12-31	A	S90	.020000	.049401	-.015000	.950599
000009	2010-09-30	A	S90		.000000	.000000	1.000000
000009	2010-06-30	A	S90		.000000	.000000	1.000000
000009	2010-03-31	A	S90		.000000	.000000	1.000000
000009	2009-12-31	A	S90	.035000	.093433	.005000	.906567
000009	2009-09-30	A	S90		.000000	.000000	1.000000
000009	2009-06-30	A	S90		.000000	.000000	1.000000
000009	2009-03-31	A	S90		.000000	.000000	1.000000
000009	2008-12-31	A	S90	.030000	.114767	.030000	.885233
000009	2008-09-30	A	S90		.000000	.000000	1.000000
000009	2008-06-30	A	S90		.000000	.000000	1.000000
000009	2008-03-31	A	S90		.000000	.000000	1.000000
000009	2007-12-31	A	S90		.000000	.000000	1.000000
000009	2007-09-30	A	S90		.000000	.000000	1.000000
000009	2007-06-30	A	S90		.000000	.000000	1.000000
000009	2007-03-31	A	S90		.000000	.000000	1.000000
000009	2006-12-31	A	S90		.000000	.000000	1.000000
000009	2006-09-30	A	S90		.000000	.000000	1.000000
000009	2006-06-30	A	S90		.000000	.000000	1.000000
000009	2006-03-31	A	S90		.000000	.000000	1.000000
000009	2005-12-31	A	S90		.000000	.000000	1.000000
000009	2005-09-30	A	S90		.000000	.000000	1.000000
000009	2005-06-30	A	S90		.000000	.000000	1.000000
000009	2005-03-31	A	S90		.000000	.000000	1.000000
000009	2004-12-31	A	S90		.000000	.000000	1.000000
000010	2014-09-30	A	C35		.000000	.000000	1.000000
000010	2014-06-30	A	C35		.000000	.000000	1.000000
000010	2014-03-31	A	C35		.000000	.000000	1.000000
000010	2013-12-31	A	C35		.000000	.000000	1.000000
000010	2013-09-30	A	C35		.000000	.000000	1.000000
000010	2013-06-30	A	C35		.000000	.000000	1.000000
000010	2013-03-31	A	C35		.000000	.000000	1.000000
000010	2012-12-31	A	C35		.000000	.000000	1.000000
000010	2012-09-30	A	C35		.000000	.000000	1.000000
000010	2012-06-30	A	C35		.000000	.000000	1.000000
000010	2012-03-31	A	C35		.000000	.000000	1.000000
000010	2011-12-31	A	C35		.000000	.000000	1.000000
000010	2011-09-30	A	C35		.000000	.000000	1.000000
000010	2011-06-30	A	C35		.000000	.000000	1.000000
000010	2011-03-31	A	C35		.000000	.000000	1.000000
000010	2010-12-31	A	C35		.000000	.000000	1.000000
000010	2010-09-30	A	C35		.000000	.000000	1.000000
000010	2010-06-30	A	F52		.000000	.000000	1.000000
000010	2010-03-31	A	F52		.000000	.000000	1.000000
000010	2009-12-31	A	F52		.000000	.000000	1.000000
000010	2009-09-30	A	F52		.000000	.000000	1.000000
000010	2009-06-30	A	F52		.000000	.000000	1.000000
000010	2009-03-31	A	F52		.000000	.000000	1.000000
000010	2008-12-31	A	F52		.000000	.000000	1.000000
000010	2008-09-30	A	F52		.000000	.000000	1.000000
000010	2008-06-30	A	F52		.000000	.000000	1.000000
000010	2008-03-31	A	F52		.000000	.000000	1.000000
000010	2007-12-31	A	F52		.000000	.000000	1.000000
000010	2007-09-30	A	F52		.000000	.000000	1.000000
000010	2007-06-30	A	F52		.000000	.000000	1.000000
000010	2007-03-31	A	F52		.000000	.000000	1.000000
000010	2006-12-31	A	F52		.000000	.000000	1.000000
000010	2006-09-30	A	F52		.000000	.000000	1.000000
000010	2006-06-30	A	F52		.000000	.000000	1.000000
000010	2005-12-31	A	F52		.000000	.000000	1.000000
000010	2005-09-30	A	F52		.000000	.000000	1.000000
000010	2005-06-30	A	F52		.000000	.000000	1.000000
000010	2005-03-31	A	F52		.000000	.000000	1.000000
000010	2004-12-31	A	F52		.000000	.000000	1.000000
000011	2014-09-30	A	K70		.000000	.000000	1.000000
000011	2014-06-30	A	K70		.000000	.000000	1.000000
000011	2014-03-31	A	K70		.000000	.000000	1.000000
000011	2013-12-31	A	K70	.250000	.495262	.250000	.504738
000011	2013-09-30	A	K70		.000000	.000000	1.000000
000011	2013-06-30	A	K70		.000000	.000000	1.000000
000011	2013-03-31	A	K70		.000000	.000000	1.000000
000011	2012-12-31	A	K70		.000000	.000000	1.000000
000011	2012-09-30	A	K70		.000000	.000000	1.000000
000011	2012-06-30	A	K70		.000000	.000000	1.000000
000011	2012-03-31	A	K70		.000000	.000000	1.000000
000011	2011-12-31	A	K70		.000000	.000000	1.000000
000011	2011-09-30	A	K70		.000000	.000000	1.000000
000011	2011-06-30	A	K70		.000000	.000000	1.000000
000011	2011-03-31	A	K70		.000000	.000000	1.000000
000011	2010-12-31	A	K70		.000000	.000000	1.000000
000011	2010-09-30	A	K70		.000000	.000000	1.000000
000011	2010-06-30	A	S90		.000000	-.011200	1.000000
000011	2010-03-31	A	S90		.000000	.000000	1.000000
000011	2009-12-31	A	S90		.000000	.000000	1.000000
000011	2009-09-30	A	S90		.000000	.000000	1.000000
000011	2009-06-30	A	S90	.011200	.057087	.011200	.942913
000011	2009-03-31	A	S90		.000000	.000000	1.000000
000011	2008-12-31	A	S90		.000000	.000000	1.000000
000011	2008-09-30	A	S90		.000000	.000000	1.000000
000011	2008-06-30	A	S90		.000000	.000000	1.000000
000011	2008-03-31	A	S90		.000000	.000000	1.000000
000011	2007-12-31	A	S90		.000000	.000000	1.000000
000011	2007-09-30	A	S90		.000000	.000000	1.000000
000011	2007-06-30	A	S90		.000000	.000000	1.000000
000011	2007-03-31	A	S90		.000000	.000000	1.000000
000011	2006-12-31	A	S90		.000000	.000000	1.000000
000011	2006-09-30	A	S90		.000000	.000000	1.000000
000011	2006-06-30	A	S90		.000000	.000000	1.000000
000011	2006-03-31	A	S90		.000000	.000000	1.000000
000011	2005-12-31	A	S90		.000000	.000000	1.000000
000011	2005-09-30	A	S90		.000000	.000000	1.000000
000011	2005-06-30	A	S90		.000000	.000000	1.000000
000011	2005-03-31	A	S90		.000000	.000000	1.000000
000011	2004-12-31	A	S90		.000000	.000000	1.000000
000012	2014-09-30	A	C30		.000000	.000000	1.000000
000012	2014-06-30	A	C30		.000000	.000000	1.000000
000012	2014-03-31	A	C30		.000000	.000000	1.000000
000012	2013-12-31	A	C30	.300000	.371632	.150000	.628368
000012	2013-09-30	A	C30		.000000	.000000	1.000000
000012	2013-06-30	A	C30		.000000	.000000	1.000000
000012	2013-03-31	A	C30		.000000	.000000	1.000000
000012	2012-12-31	A	C30	.150000	.841792	-.030000	.158208
000012	2012-09-30	A	C30		.000000	.000000	1.000000
000012	2012-06-30	A	C30		.000000	.000000	1.000000
000012	2012-03-31	A	C30		.000000	.000000	1.000000
000012	2011-12-31	A	C30	.180000	.279362	-.170000	.720638
000012	2011-09-30	A	C30		.000000	.000000	1.000000
000012	2011-06-30	A	C30		.000000	.000000	1.000000
000012	2011-03-31	A	C30		.000000	.000000	1.000000
000012	2010-12-31	A	C30	.350000	.455148	.000000	.544852
000012	2010-09-30	A	C30		.000000	.000000	1.000000
000012	2010-06-30	A	C30		.000000	.000000	1.000000
000012	2010-03-31	A	C30		.000000	.000000	1.000000
000012	2009-12-31	A	C30	.350000	.468296	.250000	.531704
000012	2009-09-30	A	C30		.000000	.000000	1.000000
000012	2009-06-30	A	C30		.000000	.000000	1.000000
000012	2009-03-31	A	C30		.000000	.000000	1.000000
000012	2008-12-31	A	C30	.100000	.247306	-.050000	.752694
000012	2008-09-30	A	C30		.000000	.000000	1.000000
000012	2008-06-30	A	C30		.000000	.000000	1.000000
000012	2008-03-31	A	C30		.000000	.000000	1.000000
000012	2007-12-31	A	C30	.150000	.314135	-.300000	.685865
000012	2007-09-30	A	C30		.000000	.000000	1.000000
000012	2007-06-30	A	C30		.000000	.000000	1.000000
000012	2007-03-31	A	C30		.000000	.000000	1.000000
000012	2006-12-31	A	C30	.450000	1.104042	.270000	-.104042
000012	2006-09-30	A	C30		.000000	.000000	1.000000
000012	2006-06-30	A	C30		.000000	.000000	1.000000
000012	2006-03-31	A	C30		.000000	.000000	1.000000
000012	2005-12-31	A	C30	.180000	.482676	-.070000	.517324
000012	2005-09-30	A	C30		.000000	.000000	1.000000
000012	2005-06-30	A	C30		.000000	.000000	1.000000
000012	2005-03-31	A	C30		.000000	.000000	1.000000
000012	2004-12-31	A	C30	.250000	.458812	.070000	.541188
000014	2014-09-30	A	K70		.000000	.000000	1.000000
000014	2014-06-30	A	K70		.000000	.000000	1.000000
000014	2014-03-31	A	K70		.000000	.000000	1.000000
000014	2013-12-31	A	K70	.015000	.085935	-.010000	.914065
000014	2013-09-30	A	K70		.000000	.000000	1.000000
000014	2013-06-30	A	K70		.000000	.000000	1.000000
000014	2013-03-31	A	K70		.000000	.000000	1.000000
000014	2012-12-31	A	K70	.025000	.152001	.005000	.847999
000014	2012-09-30	A	K70		.000000	.000000	1.000000
000014	2012-06-30	A	K70		.000000	.000000	1.000000
000014	2012-03-31	A	K70		.000000	.000000	1.000000
000014	2011-12-31	A	K70	.020000	.064426	-.015000	.935574
000014	2011-09-30	A	K70		.000000	.000000	1.000000
000014	2011-06-30	A	K70		.000000	.000000	1.000000
000014	2011-03-31	A	K70		.000000	.000000	1.000000
000014	2010-12-31	A	K70	.035000	.090955	.005000	.909045
000014	2010-09-30	A	K70		.000000	.000000	1.000000
000014	2010-06-30	A	K70		.000000	.000000	1.000000
000014	2010-03-31	A	K70		.000000	.000000	1.000000
000014	2009-12-31	A	K70	.030000	.072759	.000000	.927241
000014	2009-09-30	A	K70		.000000	.000000	1.000000
000014	2009-06-30	A	K70		.000000	.000000	1.000000
000014	2009-03-31	A	K70		.000000	.000000	1.000000
000014	2008-12-31	A	K70	.030000	.138630	.005000	.861370
000014	2008-09-30	A	K70		.000000	.000000	1.000000
000014	2008-06-30	A	K70		.000000	.000000	1.000000
000014	2008-03-31	A	K70		.000000	.000000	1.000000
000014	2007-12-31	A	K70	.025000	1.927754	.019000	-.927754
000014	2007-09-30	A	K70		.000000	.000000	1.000000
000014	2007-06-30	A	K70		.000000	.000000	1.000000
000014	2007-03-31	A	K70		.000000	.000000	1.000000
000014	2006-12-31	A	K70	.006000	.028068	-.029000	.971932
000014	2006-09-30	A	K70		.000000	.000000	1.000000
000014	2006-06-30	A	K70		.000000	.000000	1.000000
000014	2006-03-31	A	K70		.000000	.000000	1.000000
000014	2005-12-31	A	K70	.035000	.101641	.005000	.898359
000014	2005-09-30	A	K70		.000000	.000000	1.000000
000014	2005-06-30	A	K70		.000000	.000000	1.000000
000014	2005-03-31	A	K70		.000000	.000000	1.000000
000014	2004-12-31	A	K70	.030000	.097632	-.002000	.902368
000016	2014-09-30	A	C39		.000000	.000000	1.000000
000016	2014-06-30	A	C39		.000000	.000000	1.000000
000016	2014-03-31	A	C39		.000000	.000000	1.000000
000016	2013-12-31	A	C39	.010000	.201185	.000000	.798815
000016	2013-09-30	A	C39		.000000	.000000	1.000000
000016	2013-06-30	A	C39		.000000	.000000	1.000000
000016	2013-03-31	A	C39		.000000	.000000	1.000000
000016	2012-12-31	A	C39	.010000	.264967	.000000	.735033
000016	2012-09-30	A	C39		.000000	.000000	1.000000
000016	2012-06-30	A	C39		.000000	.000000	1.000000
000016	2012-03-31	A	C39		.000000	.000000	1.000000
000016	2011-12-31	A	C39	.010000	.497934	.000000	.502066
000016	2011-09-30	A	C39		.000000	.000000	1.000000
000016	2011-06-30	A	C39		.000000	.000000	1.000000
000016	2011-03-31	A	C39		.000000	.000000	1.000000
000016	2010-12-31	A	C39	.010000	.118982	.000000	.881018
000016	2010-09-30	A	C39		.000000	.000000	1.000000
