Stkcd	Accper	Typrep	Indcd	F070101B	F070201B
002049	2008-06-30	A	C39	1.259991	1.485202
002049	2008-03-31	A	C39	1.504325	1.000000
002049	2007-12-31	A	C39	1.148123	1.608566
002049	2007-09-30	A	C39	1.128859	1.000000
002049	2007-06-30	A	C39	1.136871	1.571495
002049	2007-03-31	A	C39	1.276408	1.000000
002049	2006-12-31	A	C39	1.131309	1.563348
002049	2006-09-30	A	C39	1.011857	1.504982
002049	2006-06-30	A	C39	.932040	1.576794
002049	2006-03-31	A	C39	1.196354	1.853552
002049	2005-12-31	A	C39	1.307530	1.767186
002049	2005-09-30	A	C39	1.135994	1.667869
002049	2005-06-30	A	C39	1.074258	1.751985
002050	2014-09-30	A	C34	1.207780	1.000000
002050	2014-06-30	A	C34	1.176112	1.307615
002050	2014-03-31	A	C34	1.163463	1.000000
002050	2013-12-31	A	C34	1.280705	1.463101
002050	2013-09-30	A	C34	1.228201	1.000000
002050	2013-06-30	A	C34	1.244856	1.298990
002050	2013-03-31	A	C34	1.277691	1.000000
002050	2012-12-31	A	C34	1.105264	1.258177
002050	2012-09-30	A	C34	1.069935	1.000000
002050	2012-06-30	A	C34	1.075041	1.170266
002050	2012-03-31	A	C34	1.081531	1.000000
002050	2011-12-31	A	C34	1.038984	1.137781
002050	2011-09-30	A	C34	1.035273	1.000000
002050	2011-06-30	A	C34	1.026313	1.115465
002050	2011-03-31	A	C34	1.023323	1.000000
002050	2010-12-31	A	C34	1.039656	1.147276
002050	2010-09-30	A	C34	1.039210	1.000000
002050	2010-06-30	A	C34	1.044293	1.128292
002050	2010-03-31	A	C34	1.060247	1.000000
002050	2009-12-31	A	C34	1.032975	1.187399
002050	2009-09-30	A	C34	1.044189	1.000000
002050	2009-06-30	A	C34	1.072582	1.219101
002050	2009-03-31	A	C34	1.047201	1.000000
002050	2008-12-31	A	C34	1.128689	1.162962
002050	2008-09-30	A	C34	.939431	1.000000
002050	2008-06-30	A	C34	.989837	1.153258
002050	2008-03-31	A	C34	.989454	1.000000
002050	2007-12-31	A	C34	1.104597	1.216023
002050	2007-09-30	A	C34	1.118489	1.000000
002050	2007-06-30	A	C34	1.123476	1.000000
002050	2007-03-31	A	C34	1.073262	1.000000
002050	2006-12-31	A	C34	1.039800	1.249113
002050	2006-09-30	A	C34	1.039174	1.231113
002050	2006-06-30	A	C34	1.007749	1.214530
002050	2006-03-31	A	C34	1.009711	1.229951
002050	2005-12-31	A	C34	1.053469	1.249392
002050	2005-09-30	A	C34	1.066822	1.210448
002050	2005-06-30	A	C34	1.049313	1.164602
002051	2014-09-30	A	E48	.854325	1.000000
002051	2014-06-30	A	E48	.805703	1.165451
002051	2014-03-31	A	E48	.842017	1.000000
002051	2013-12-31	A	E48	.977731	1.214909
002051	2013-09-30	A	E48	.998864	1.000000
002051	2013-06-30	A	E48	1.015020	1.153483
002051	2013-03-31	A	E48	1.100118	1.000000
002051	2012-12-31	A	E48	.917260	1.144957
002051	2012-09-30	A	E50	.907004	1.000000
002051	2012-06-30	A	E50	.844171	1.102841
002051	2012-03-31	A	E50	.787308	1.000000
002051	2011-12-31	A	E50	1.043080	1.058893
002051	2011-09-30	A	E50	1.121786	1.000000
002051	2011-06-30	A	E50	1.091629	1.133469
002051	2011-03-31	A	E50	1.009850	1.000000
002051	2010-12-31	A	E50	.942832	1.073963
002051	2010-09-30	A	E50	.889302	1.000000
002051	2010-06-30	A	E50	.886221	1.079393
002051	2010-03-31	A	E50	.858412	1.000000
002051	2009-12-31	A	E50	.866702	1.065251
002051	2009-09-30	A	E50	.903245	1.000000
002051	2009-06-30	A	E50	.946709	1.055791
002051	2009-03-31	A	E50	.951593	1.000000
002051	2008-12-31	A	E50	.875997	1.067281
002051	2008-09-30	A	E50	.939487	1.000000
002051	2008-06-30	A	E50	.932483	1.039191
002051	2008-03-31	A	E50	.798634	1.000000
002051	2007-12-31	A	E50	.658043	1.121409
002051	2007-09-30	A	E50	.845877	1.000000
002051	2007-06-30	A	E50	1.015200	1.050183
002051	2007-03-31	A	E50	1.006778	1.000000
002051	2006-12-31	A	E50	1.051143	1.090062
002051	2006-09-30	A	E50	1.021853	1.095944
002051	2006-06-30	A	E50	1.041032	1.088718
002052	2014-09-30	A	C39	.688328	1.000000
002052	2014-06-30	A	C39	.721252	.767574
002052	2014-03-31	A	C39	.479004	1.000000
002052	2013-12-31	A	C39	2.181877	1.572425
002052	2013-09-30	A	C39	1.733049	1.000000
002052	2013-06-30	A	C39	1.570400	1.529526
002052	2013-03-31	A	C39	4.952436	1.000000
002052	2012-12-31	A	C39	1.471800	1.300251
002052	2012-09-30	A	C39	1.375427	1.000000
002052	2012-06-30	A	C39	2.304833	1.773798
002052	2012-03-31	A	C39	7.040556	1.000000
002052	2011-12-31	A	C39	2.942486	1.810414
002052	2011-09-30	A	C39	.437493	1.000000
002052	2011-06-30	A	C39	-.603861	4.193298
002052	2011-03-31	A	C39	.474152	1.000000
002052	2010-12-31	A	C39	.747933	-.107516
002052	2010-09-30	A	C39	.198981	1.000000
002052	2010-06-30	A	C39	.760218	-.859990
002052	2010-03-31	A	C39	.958567	1.000000
002052	2009-12-31	A	C39	1.407145	1.716560
002052	2009-09-30	A	C39	1.328552	1.000000
002052	2009-06-30	A	C39	1.349151	1.352482
002052	2009-03-31	A	C39	1.432353	1.000000
002052	2008-12-31	A	C39	1.369735	1.264779
002052	2008-09-30	A	C39	1.299795	1.000000
002052	2008-06-30	A	C39	1.239248	1.166158
002052	2008-03-31	A	C39	1.314726	1.000000
002052	2007-12-31	A	C39	1.247454	1.216903
002052	2007-09-30	A	C39	1.188867	1.000000
002052	2007-06-30	A	C39	1.215093	1.183577
002052	2007-03-31	A	C39	1.206541	1.000000
002052	2006-12-31	A	C39	1.173576	1.267555
002052	2006-09-30	A	C39	1.239779	1.367124
002052	2006-06-30	A	C39	1.209690	1.289954
002053	2014-09-30	A	C26	81.256626	1.000000
002053	2014-06-30	A	C26	-6.487329	3.268444
002053	2014-03-31	A	C26	7.503413	1.000000
002053	2013-12-31	A	C26	8.145497	2.787588
002053	2013-09-30	A	C26	-.630651	1.000000
002053	2013-06-30	A	C26	-.096310	24.243153
002053	2013-03-31	A	C26	15.667528	1.000000
002053	2012-12-31	A	C26	.612266	-.341597
002053	2012-09-30	A	C26	.532491	1.000000
002053	2012-06-30	A	C26	.589046	-.509901
002053	2012-03-31	A	C26	-.065709	1.000000
002053	2011-12-31	A	C26	5.752985	3.115577
002053	2011-09-30	A	C26	3.036022	1.000000
002053	2011-06-30	A	C13	2.239985	2.624900
002053	2011-03-31	A	C13	1.529381	1.000000
002053	2010-12-31	A	C13	3.666230	3.214603
002053	2010-09-30	A	C13	17.861380	1.000000
002053	2010-06-30	A	C13	9.085771	3.706373
002053	2010-03-31	A	C13	5.385980	1.000000
002053	2009-12-31	A	C13	3.410767	3.109210
002053	2009-09-30	A	C13	-73.227718	1.000000
002053	2009-06-30	A	C13	13.372723	3.648987
002053	2009-03-31	A	C13	5.872790	1.000000
002053	2008-12-31	A	C13	.095257	-20.528193
002053	2008-09-30	A	C13	-.427559	1.000000
002053	2008-06-30	A	C13	5.625467	3.143927
002053	2008-03-31	A	C13	2.066149	1.000000
002053	2007-12-31	A	C13	1.352591	1.835439
002053	2007-09-30	A	C13	1.292442	1.000000
002053	2007-06-30	A	C13	1.277708	1.714255
002053	2007-03-31	A	C13	1.278919	1.000000
002053	2006-12-31	A	C13	1.116796	1.797177
002053	2006-09-30	A	C13	1.192115	1.533420
002053	2006-06-30	A	C13	1.102830	1.272288
002054	2014-09-30	A	C26	1.146024	1.000000
002054	2014-06-30	A	C26	1.128942	1.249212
002054	2014-03-31	A	C26	1.146589	1.000000
002054	2013-12-31	A	C26	1.090816	1.206699
002054	2013-09-30	A	C26	1.086962	1.000000
002054	2013-06-30	A	C26	1.088094	1.177432
002054	2013-03-31	A	C26	1.138333	1.000000
002054	2012-12-31	A	C26	1.134922	1.180826
002054	2012-09-30	A	C26	1.153922	1.000000
002054	2012-06-30	A	C26	1.174595	1.244064
002054	2012-03-31	A	C26	1.275242	1.000000
002054	2011-12-31	A	C26	1.115044	1.138472
002054	2011-09-30	A	C26	1.096487	1.000000
002054	2011-06-30	A	C26	1.191123	1.301947
002054	2011-03-31	A	C26	1.241702	1.000000
002054	2010-12-31	A	C26	1.053664	1.072348
002054	2010-09-30	A	C26	1.107975	1.000000
002054	2010-06-30	A	C26	1.106344	1.120377
002054	2010-03-31	A	C26	1.128148	1.000000
002054	2009-12-31	A	C26	1.107651	1.089384
002054	2009-09-30	A	C26	1.110789	1.000000
002054	2009-06-30	A	C26	1.139743	1.105371
002054	2009-03-31	A	C26	1.218614	1.000000
002054	2008-12-31	A	C26	1.220973	1.110370
002054	2008-09-30	A	C26	1.216755	1.000000
002054	2008-06-30	A	C26	1.251455	1.121493
002054	2008-03-31	A	C26	1.581831	1.000000
002054	2007-12-31	A	C26	1.091561	1.113272
002054	2007-09-30	A	C26	1.049190	1.000000
002054	2007-06-30	A	C26	1.029266	1.139190
002054	2007-03-31	A	C26	1.045674	1.000000
002054	2006-12-31	A	C26	1.056166	1.164839
002054	2006-09-30	A	C26	1.074608	1.152426
002054	2006-06-30	A	C26	1.096566	1.165791
002055	2014-09-30	A	C39	1.350286	1.000000
002055	2014-06-30	A	C39	1.380594	1.652337
002055	2014-03-31	A	C39	1.489848	1.000000
002055	2013-12-31	A	C39	1.276998	1.463548
002055	2013-09-30	A	C39	1.242730	1.000000
002055	2013-06-30	A	C39	1.297473	1.469138
002055	2013-03-31	A	C39	1.341246	1.000000
002055	2012-12-31	A	C39	1.157980	1.437435
002055	2012-09-30	A	C39	1.131160	1.000000
002055	2012-06-30	A	C39	1.173731	1.534932
002055	2012-03-31	A	C39	1.139873	1.000000
002055	2011-12-31	A	C39	1.159198	1.305095
002055	2011-09-30	A	C39	1.167841	1.000000
002055	2011-06-30	A	C39	1.212120	1.384864
002055	2011-03-31	A	C39	1.229769	1.000000
002055	2010-12-31	A	C39	1.287325	1.341980
002055	2010-09-30	A	C39	1.336276	1.000000
002055	2010-06-30	A	C39	1.545620	1.650363
002055	2010-03-31	A	C39	1.512222	1.000000
002055	2009-12-31	A	C39	1.250175	1.496284
002055	2009-09-30	A	C39	1.287716	1.000000
002055	2009-06-30	A	C39	1.482571	1.613303
002055	2009-03-31	A	C39	3.055361	1.000000
002055	2008-12-31	A	C39	1.395923	1.330990
002055	2008-09-30	A	C39	1.451047	1.000000
002055	2008-06-30	A	C39	1.347304	1.210301
002055	2008-03-31	A	C39	1.469302	1.000000
002055	2007-12-31	A	C39	1.100022	1.219682
002055	2007-09-30	A	C39	1.059853	1.000000
002055	2007-06-30	A	C39	1.039299	1.262472
002055	2007-03-31	A	C39	1.020994	1.000000
002055	2006-12-31	A	C39	1.154354	1.268730
002055	2006-09-30	A	C39	1.125061	1.267780
002055	2006-06-30	A	C39	1.177628	1.318126
002056	2014-09-30	A	C38	1.046720	1.000000
002056	2014-06-30	A	C38	1.065413	1.588271
002056	2014-03-31	A	C38	1.067542	1.000000
002056	2013-12-31	A	C38	1.096699	1.700558
002056	2013-09-30	A	C38	1.098297	1.000000
002056	2013-06-30	A	C38	1.163560	1.743540
002056	2013-03-31	A	C38	1.310324	1.000000
002056	2012-12-31	A	C38	.777511	-.564536
002056	2012-09-30	A	C39	1.194581	1.000000
002056	2012-06-30	A	C39	1.303531	1.964940
002056	2012-03-31	A	C39	1.072628	1.000000
002056	2011-12-31	A	C39	1.233952	2.187825
002056	2011-09-30	A	C39	1.034473	1.000000
002056	2011-06-30	A	C39	1.027848	1.770067
002056	2011-03-31	A	C39	.986797	1.000000
002056	2010-12-31	A	C39	.985401	1.300838
002056	2010-09-30	A	C39	.983088	1.000000
002056	2010-06-30	A	C39	.997503	1.366156
002056	2010-03-31	A	C39	.952166	1.000000
002056	2009-12-31	A	C39	.932276	1.544653
002056	2009-09-30	A	C39	.907366	1.000000
002056	2009-06-30	A	C39	.841168	1.937493
002056	2009-03-31	A	C39	-.408625	1.000000
002056	2008-12-31	A	C39	.947306	1.529975
002056	2008-09-30	A	C39	.947345	1.000000
002056	2008-06-30	A	C39	.959024	1.392050
002056	2008-03-31	A	C39	.948844	1.000000
002056	2007-12-31	A	C39	1.101040	1.325607
002056	2007-09-30	A	C39	1.071958	1.000000
002056	2007-06-30	A	C39	1.057391	1.000000
002056	2007-03-31	A	C39	1.087814	1.000000
002056	2006-12-31	A	C39	1.145956	1.404461
002056	2006-09-30	A	C39	1.143783	1.405828
002057	2014-09-30	A	C26	1.024244	1.000000
002057	2014-06-30	A	C26	.971284	1.761954
002057	2014-03-31	A	C26	1.056528	1.000000
002057	2013-12-31	A	C26	.987414	1.445291
002057	2013-09-30	A	C26	1.122092	1.000000
002057	2013-06-30	A	C26	1.263688	1.587280
002057	2013-03-31	A	C26	1.225435	1.000000
002057	2012-12-31	A	C26	.835750	.586012
002057	2012-09-30	A	C26	-5.555912	1.000000
002057	2012-06-30	A	C26	22.504500	1.956061
002057	2012-03-31	A	C26	1.984453	1.000000
002057	2011-12-31	A	C26	1.838999	1.469811
002057	2011-09-30	A	C26	1.518559	1.000000
002057	2011-06-30	A	C26	1.504988	1.345905
002057	2011-03-31	A	C26	1.563701	1.000000
002057	2010-12-31	A	C26	1.558487	1.452368
002057	2010-09-30	A	C26	1.433251	1.000000
002057	2010-06-30	A	C26	1.464940	1.427293
002057	2010-03-31	A	C26	1.581391	1.000000
002057	2009-12-31	A	C26	1.763333	1.899532
002057	2009-09-30	A	C26	2.704847	1.000000
002057	2009-06-30	A	C26	4.828035	2.613231
002057	2009-03-31	A	C26	3.057426	1.000000
002057	2008-12-31	A	C26	.579525	.269716
002057	2008-09-30	A	C26	2.427619	1.000000
002057	2008-06-30	A	C26	2.400999	1.593478
002057	2008-03-31	A	C26	2.395624	1.000000
002057	2007-12-31	A	C26	1.306417	1.338142
002057	2007-09-30	A	C26	1.323789	1.000000
002057	2007-06-30	A	C26	1.351974	1.448711
002057	2007-03-31	A	C26	1.301604	1.000000
002057	2006-12-31	A	C26	1.178192	1.213388
002057	2006-09-30	A	C26	1.165355	1.359071
002058	2014-09-30	A	C40	1.062667	1.000000
002058	2014-06-30	A	C40	.890607	-3.632451
002058	2014-03-31	A	C40	.982763	1.000000
002058	2013-12-31	A	C40	1.034981	1.984100
002058	2013-09-30	A	C40	1.136110	1.000000
002058	2013-06-30	A	C40	.218142	-91.318314
002058	2013-03-31	A	C40	.981002	1.000000
002058	2012-12-31	A	C40	1.088943	2.095976
002058	2012-09-30	A	C40	1.136811	1.000000
002058	2012-06-30	A	C40	3.492271	6.775297
002058	2012-03-31	A	C40	.890833	1.000000
002058	2011-12-31	A	C40	1.026571	1.472597
002058	2011-09-30	A	C40	1.007521	1.000000
002058	2011-06-30	A	C40	.985113	1.536797
002058	2011-03-31	A	C40	.902979	1.000000
002058	2010-12-31	A	C40	1.037085	1.480901
002058	2010-09-30	A	C40	1.033831	1.000000
002058	2010-06-30	A	C40	1.085344	1.832903
002058	2010-03-31	A	C40	3.584067	1.000000
002058	2009-12-31	A	C40	1.132949	1.821988
002058	2009-09-30	A	C40	1.137532	1.000000
002058	2009-06-30	A	C40	1.389928	1.000000
002058	2009-03-31	A	C40	.897940	1.000000
002058	2008-12-31	A	C40	1.200607	1.719184
002058	2008-09-30	A	C40	1.153427	1.000000
002058	2008-06-30	A	C40	1.200400	1.000000
002058	2008-03-31	A	C40	1.313869	1.000000
002058	2007-12-31	A	C40	1.216641	1.412027
002058	2007-09-30	A	C40	1.225246	1.000000
002058	2007-06-30	A	C40	1.240902	1.000000
002058	2007-03-31	A	C40	2.030160	1.000000
002058	2006-12-31	A	C40	1.263921	1.490857
002058	2006-09-30	A	C40	1.359863	1.407078
002058	2006-06-30	A	C40	1.275318	1.318866
002059	2014-09-30	A	N78	26.456328	1.000000
002059	2014-06-30	A	N78	.679949	-6.354125
002059	2014-03-31	A	N78	2.828974	1.000000
002059	2013-12-31	A	N78	1.112631	1.836356
002059	2013-09-30	A	N78	1.113152	1.000000
002059	2013-06-30	A	N78	1.196629	1.798584
002059	2013-03-31	A	N78	1.157200	1.000000
002059	2012-12-31	A	N78	1.008761	1.441269
002059	2012-09-30	A	L72	1.003191	1.000000
002059	2012-06-30	A	L72	.918105	6.559116
002059	2012-03-31	A	L72	.895390	1.000000
002059	2011-12-31	A	L72	.990801	1.441151
002059	2011-09-30	A	L72	1.002989	1.000000
002059	2011-06-30	A	L72	.982655	1.586376
002059	2011-03-31	A	L72	.921030	1.000000
002059	2010-12-31	A	L72	1.032139	2.055644
002059	2010-09-30	A	L72	1.045501	1.000000
002059	2010-06-30	A	L72	1.082870	1.751256
002059	2010-03-31	A	L72	.969536	1.000000
002059	2009-12-31	A	L72	1.046963	1.307097
002059	2009-09-30	A	L72	1.321383	1.000000
002059	2009-06-30	A	L72	.876518	.229366
002059	2009-03-31	A	L72	.783358	1.000000
002059	2008-12-31	A	L72	1.043632	1.221347
002059	2008-09-30	A	L72	1.089399	1.000000
002059	2008-06-30	A	L72	1.180709	1.446591
002059	2008-03-31	A	L72	.695316	1.000000
002059	2007-12-31	A	L72	1.073451	1.234703
002059	2007-09-30	A	L72	1.250206	1.000000
002059	2007-06-30	A	L72	2.058122	2.135585
002059	2007-03-31	A	L72	-2.254537	1.000000
002059	2006-12-31	A	L72	1.364335	1.647779
002059	2006-09-30	A	L72	1.352187	2.238454
002059	2006-06-30	A	L72	1.200031	1.333510
002060	2014-09-30	A	E48	3.120105	1.000000
002060	2014-06-30	A	E48	3.213435	1.474285
002060	2014-03-31	A	E48	4.324267	1.000000
002060	2013-12-31	A	E48	3.230132	1.662957
002060	2013-09-30	A	E48	3.807404	1.000000
002060	2013-06-30	A	E48	2.988398	1.903598
002060	2013-03-31	A	E48	2.179285	1.000000
002060	2012-12-31	A	E48	2.868273	1.822607
002060	2012-09-30	A	E48	2.710969	1.000000
002060	2012-06-30	A	E48	1.942108	1.769599
002060	2012-03-31	A	E48	2.260800	1.000000
002060	2011-12-31	A	E48	1.878466	1.764106
002060	2011-09-30	A	E48	2.265997	1.000000
002060	2011-06-30	A	E48	1.847865	1.643613
002060	2011-03-31	A	E48	1.976723	1.000000
002060	2010-12-31	A	E48	1.757766	1.462269
002060	2010-09-30	A	E48	1.850047	1.000000
002060	2010-06-30	A	E48	1.626555	1.447897
002060	2010-03-31	A	E48	1.802741	1.000000
002060	2009-12-31	A	E48	1.550459	1.650820
002060	2009-09-30	A	E48	1.587570	1.000000
002060	2009-06-30	A	E48	1.481451	1.623503
002060	2009-03-31	A	E48	1.683948	1.000000
002060	2008-12-31	A	E48	1.613857	1.454467
002060	2008-09-30	A	E48	1.579156	1.000000
002060	2008-06-30	A	E48	1.492488	1.393856
002060	2008-03-31	A	E48	1.700974	1.000000
002060	2007-12-31	A	E48	1.280290	1.590394
002060	2007-09-30	A	E48	1.162691	1.000000
002060	2007-06-30	A	E48	1.065218	1.501699
002060	2007-03-31	A	E48	1.015622	1.000000
002060	2006-12-31	A	E48	1.081092	1.447308
002060	2006-09-30	A	E48	1.123380	1.431694
002061	2014-09-30	A	C26	.412958	1.000000
002061	2014-06-30	A	C26	.503919	-.288502
002061	2014-03-31	A	C26	-.301543	1.000000
002061	2013-12-31	A	C26	1.895122	1.747092
002061	2013-09-30	A	C26	1.519491	1.000000
002061	2013-06-30	A	C26	1.510149	1.634279
002061	2013-03-31	A	C26	3.285043	1.000000
002061	2012-12-31	A	C26	1.866886	1.577742
002061	2012-09-30	A	C26	1.808628	1.000000
002061	2012-06-30	A	C26	1.826349	1.600185
002061	2012-03-31	A	C26	.172849	1.000000
002061	2011-12-31	A	C26	-1.135586	3.313891
002061	2011-09-30	A	C26	14.788352	1.000000
002061	2011-06-30	A	C26	6.512313	2.315669
002061	2011-03-31	A	C26	3.743265	1.000000
002061	2010-12-31	A	C26	1.474474	1.907734
002061	2010-09-30	A	C26	1.359880	1.000000
002061	2010-06-30	A	C26	1.514467	2.026611
002061	2010-03-31	A	C26	18.202703	1.000000
002061	2009-12-31	A	C26	1.368597	1.661048
002061	2009-09-30	A	C26	1.340924	1.000000
002061	2009-06-30	A	C26	1.631830	1.798879
002061	2009-03-31	A	C26	-.330859	1.000000
002061	2008-12-31	A	C26	.491773	-1.056071
002061	2008-09-30	A	C26	.506960	1.000000
002061	2008-06-30	A	C26	.516278	-.997675
002061	2008-03-31	A	C26	7.267139	1.000000
002061	2007-12-31	A	C26	1.221498	1.528077
002061	2007-09-30	A	C26	1.139790	1.000000
002061	2007-06-30	A	C26	1.160728	1.493656
002061	2007-03-31	A	C26	1.687296	1.000000
002061	2006-12-31	A	C26	1.173809	1.356974
002061	2006-09-30	A	C26	1.196918	1.427387
002062	2014-09-30	A	E48	1.586926	1.000000
002062	2014-06-30	A	E48	1.540246	1.220811
002062	2014-03-31	A	E48	1.462364	1.000000
002062	2013-12-31	A	E48	1.699414	1.213932
002062	2013-09-30	A	E48	1.811178	1.000000
002062	2013-06-30	A	E48	1.844860	1.260323
002062	2013-03-31	A	E48	1.635198	1.000000
002062	2012-12-31	A	E48	1.795854	1.455633
002062	2012-09-30	A	E47	1.908020	1.000000
002062	2012-06-30	A	E47	1.732848	1.458090
002062	2012-03-31	A	E47	1.685437	1.000000
002062	2011-12-31	A	E47	1.539515	1.471205
002062	2011-09-30	A	E47	1.416818	1.000000
002062	2011-06-30	A	E47	1.226466	1.398265
002062	2011-03-31	A	E47	1.203070	1.000000
002062	2010-12-31	A	E47	1.208804	1.176965
002062	2010-09-30	A	E47	1.232317	1.000000
002062	2010-06-30	A	E47	1.217713	1.258852
002062	2010-03-31	A	E47	1.255395	1.000000
002062	2009-12-31	A	E47	1.080977	1.204498
002062	2009-09-30	A	E47	1.106110	1.000000
002062	2009-06-30	A	E47	1.121408	1.225669
002062	2009-03-31	A	E47	1.187931	1.000000
002062	2008-12-31	A	E47	1.101415	1.201571
002062	2008-09-30	A	E47	1.139819	1.000000
002062	2008-06-30	A	E47	1.187695	1.223491
002062	2008-03-31	A	E47	1.191906	1.000000
002062	2007-12-31	A	E47	1.033229	1.298997
002062	2007-09-30	A	E47	.994990	1.000000
002062	2007-06-30	A	E47	.987389	1.000000
002062	2007-03-31	A	E47	1.001364	1.000000
002062	2006-12-31	A	E47	1.013595	1.253716
002062	2006-09-30	A	E47	1.036618	1.121050
002063	2014-09-30	A	I65	.868423	1.000000
002063	2014-06-30	A	I65	.904050	1.110815
002063	2014-03-31	A	I65	.798737	1.000000
002063	2013-12-31	A	I65	.953959	1.054245
002063	2013-09-30	A	I65	.937897	1.000000
002063	2013-06-30	A	I65	.949210	1.058190
002063	2013-03-31	A	I65	.942145	1.000000
002063	2012-12-31	A	I65	.976005	1.047102
002063	2012-09-30	A	I65	.963942	1.000000
002063	2012-06-30	A	I65	.974578	1.056253
002063	2012-03-31	A	I65	.955238	1.000000
002063	2011-12-31	A	I65	.977229	1.053597
002063	2011-09-30	A	I65	.960107	1.000000
002063	2011-06-30	A	I65	.968713	1.069058
002063	2011-03-31	A	I65	.957059	1.000000
002063	2010-12-31	A	I65	.983259	1.040989
002063	2010-09-30	A	I65	.979149	1.000000
002063	2010-06-30	A	I65	.985196	1.036622
002063	2010-03-31	A	I65	.952069	1.000000
002063	2009-12-31	A	I65	.989885	1.062560
002063	2009-09-30	A	I65	.969259	1.000000
002063	2009-06-30	A	I65	.967379	1.143052
002063	2009-03-31	A	I65	.966686	1.000000
002063	2008-12-31	A	I65	.976792	1.098110
002063	2008-09-30	A	I65	.954481	1.000000
002063	2008-06-30	A	I65	.956209	1.122260
002063	2008-03-31	A	I65	.950727	1.000000
002063	2007-12-31	A	I65	.969014	1.072685
002063	2007-09-30	A	I65	.949328	1.000000
002063	2007-06-30	A	I65	.957124	1.000000
002063	2007-03-31	A	I65	.912284	1.000000
002063	2006-12-31	A	I65	.957366	1.075967
002063	2006-09-30	A	I65	.950027	1.115010
002064	2014-09-30	A	C28	1.064816	1.000000
002064	2014-06-30	A	C28	1.070464	1.310809
002064	2014-03-31	A	C28	1.071962	1.000000
002064	2013-12-31	A	C28	1.068433	1.492032
002064	2013-09-30	A	C28	1.081420	1.000000
002064	2013-06-30	A	C28	1.126139	1.826240
002064	2013-03-31	A	C28	1.338832	1.000000
002064	2012-12-31	A	C28	2.067991	3.991222
002064	2012-09-30	A	C28	2.150347	1.000000
002064	2012-06-30	A	C28	.567556	-3.410656
002064	2012-03-31	A	C28	.892768	1.000000
002064	2011-12-31	A	C28	1.366515	2.850390
002064	2011-09-30	A	C28	1.160157	1.000000
002064	2011-06-30	A	C28	1.100988	1.590860
002064	2011-03-31	A	C28	1.002048	1.000000
002064	2010-12-31	A	C28	1.017657	1.393854
002064	2010-09-30	A	C28	1.019165	1.000000
002064	2010-06-30	A	C28	1.020288	1.347723
002064	2010-03-31	A	C28	1.029260	1.000000
002064	2009-12-31	A	C28	1.112196	2.063581
002064	2009-09-30	A	C28	1.163842	1.000000
002064	2009-06-30	A	C28	1.864376	4.739842
002064	2009-03-31	A	C28	.812721	1.000000
002064	2008-12-31	A	C28	.943269	2.607020
002064	2008-09-30	A	C28	.963294	1.000000
002064	2008-06-30	A	C28	.971539	1.410240
002064	2008-03-31	A	C28	.974168	1.000000
002064	2007-12-31	A	C28	1.016228	1.156203
002064	2007-09-30	A	C28	1.015779	1.000000
002064	2007-06-30	A	C28	1.014502	1.000000
002064	2007-03-31	A	C28	1.010274	1.000000
002064	2006-12-31	A	C28	1.116380	1.706764
002064	2006-09-30	A	C28	1.148638	1.867252
002065	2014-09-30	A	I65	.993594	1.000000
002065	2014-06-30	A	I65	1.003223	1.155295
002065	2014-03-31	A	I65	1.005972	1.000000
002065	2013-12-31	A	I65	1.044200	1.071518
002065	2013-09-30	A	I65	1.015140	1.000000
002065	2013-06-30	A	I65	1.014860	1.075668
002065	2013-03-31	A	I65	1.017521	1.000000
002065	2012-12-31	A	I65	1.022718	1.072112
002065	2012-09-30	A	I65	1.022888	1.000000
002065	2012-06-30	A	I65	1.022677	1.982921
002065	2012-03-31	A	I65	1.027868	1.000000
002065	2011-12-31	A	I65	1.016241	1.064360
002065	2011-09-30	A	I65	1.016077	1.000000
002065	2011-06-30	A	I65	1.011500	1.077746
002065	2011-03-31	A	I65	1.009829	1.000000
002065	2010-12-31	A	I65	1.000531	1.076927
002065	2010-09-30	A	I65	.994804	1.000000
002065	2010-06-30	A	I65	.989866	1.091073
002065	2010-03-31	A	I65	1.000974	1.000000
002065	2009-12-31	A	I65	1.011138	1.083502
002065	2009-09-30	A	I65	1.009084	1.000000
002065	2009-06-30	A	I65	1.005658	1.094867
002065	2009-03-31	A	I65	1.010089	1.000000
002065	2008-12-31	A	I65	1.014388	1.082136
002065	2008-09-30	A	I65	1.015557	1.000000
002065	2008-06-30	A	I65	1.011514	1.081565
002065	2008-03-31	A	I65	.995000	1.000000
002065	2007-12-31	A	I65	.998388	1.067626
002065	2007-09-30	A	I65	.985725	1.000000
002065	2007-06-30	A	I65	.997993	1.061763
002065	2007-03-31	A	I65	.942119	1.000000
002065	2006-12-31	A	I65	1.008287	1.039949
002065	2006-09-30	A	I65	1.013499	1.032386
002066	2014-09-30	A	C30	2.724187	1.000000
002066	2014-06-30	A	C30	2.585479	1.438754
002066	2014-03-31	A	C30	2.558603	1.000000
002066	2013-12-31	A	C30	.009354	-82.390959
002066	2013-09-30	A	C30	-3.005670	1.000000
002066	2013-06-30	A	C30	159.614902	1.910368
002066	2013-03-31	A	C30	2.121071	1.000000
002066	2012-12-31	A	C30	3.558200	1.566362
002066	2012-09-30	A	C30	2.856334	1.000000
002066	2012-06-30	A	C30	2.514930	1.527911
