Stkcd	Accper	C001000000
000731	2012-09-30	296018706.61
000731	2012-06-30	254719928.88
000731	2012-03-31	67938509.18
000731	2011-12-31	323175262.25
000731	2011-09-30	256416656.30
000731	2011-06-30	148939036.78
000731	2011-03-31	2324884.52
000731	2010-12-31	173187258.51
000731	2010-09-30	194277761.02
000731	2010-06-30	158463895.95
000731	2010-03-31	9365965.97
000731	2009-12-31	210170624.89
000731	2009-09-30	249150483.61
000731	2009-06-30	251593070.50
000731	2009-03-31	172136582.35
000731	2008-12-31	396271234.08
000731	2008-09-30	285870017.50
000731	2008-06-30	249784992.37
000731	2008-03-31	133207154.90
000731	2007-12-31	458042832.41
000731	2007-09-30	389931010.49
000731	2007-06-30	275015681.17
000731	2007-03-31	141979969.16
000731	2006-12-31	354832941.52
000731	2006-09-30	434339154.53
000731	2006-06-30	315798062.11
000731	2006-03-31	128303139.88
000731	2005-12-31	257245847.70
000731	2005-09-30	195997250.34
000731	2005-06-30	217871742.55
000731	2005-03-31	58559021.19
000731	2004-12-31	345963416.85
000731	2004-09-30	258102575.02
000731	2004-06-30	168689708.13
000731	2004-03-31	84905675.02
000732	2014-09-30	-18110541353.46
000732	2014-06-30	-13833925391.54
000732	2014-03-31	-9224834302.76
000732	2013-01-01	-802469775.76
000732	2013-12-31	-11441271779.10
000732	2013-09-30	-11528175436.91
000732	2013-06-30	-8169413639.93
000732	2013-03-31	-1347190183.91
000732	2012-12-31	-778652997.79
000732	2012-01-01	-1593275575.68
000732	2012-09-30	-398609795.74
000732	2012-06-30	32614368.86
000732	2012-03-31	-96378878.22
000732	2011-12-31	-1593275575.68
000732	2011-09-30	-1185588632.69
000732	2011-06-30	-1295258251.20
000732	2011-03-31	-322326508.30
000732	2010-12-31	718159605.45
000732	2010-09-30	839755213.98
000732	2010-06-30	266961196.11
000732	2010-03-31	183971866.40
000732	2009-12-31	330936724.63
000732	2009-09-30	352702002.39
000732	2009-06-30	347336887.13
000732	2009-03-31	5754274.95
000732	2008-12-31	192754537.19
000732	2008-09-30	221698171.42
000732	2008-06-30	195106415.15
000732	2008-03-31	74312095.25
000732	2007-12-31	59341745.69
000732	2007-09-30	49151927.70
000732	2007-06-30	20286683.06
000732	2007-03-31	5732937.03
000732	2006-12-31	25827182.76
000732	2006-09-30	11274173.00
000732	2006-06-30	7733429.85
000732	2006-03-31	2643755.17
000732	2005-12-31	-45697201.20
000732	2005-09-30	-44140622.63
000732	2005-06-30	-37063520.79
000732	2004-12-31	-232482761.16
000732	2004-09-30	67231580.24
000732	2004-06-30	45598028.87
000733	2014-09-30	-35270428.88
000733	2014-06-30	-45969390.32
000733	2014-03-31	-78508930.74
000733	2013-12-31	85119466.98
000733	2013-01-01	22397030.20
000733	2013-09-30	116420.70
000733	2013-06-30	-64150278.68
000733	2013-03-31	-89239921.73
000733	2012-01-01	-3288476.05
000733	2012-12-31	22397030.20
000733	2012-09-30	-55890462.59
000733	2012-06-30	-40804085.16
000733	2012-03-31	-67595527.72
000733	2011-12-31	-3288476.05
000733	2011-09-30	-35035464.62
000733	2011-06-30	1439703.88
000733	2011-03-31	1710307.59
000733	2010-12-31	60535573.85
000733	2010-09-30	-1210241.86
000733	2010-06-30	29806263.11
000733	2010-03-31	-18545024.60
000733	2009-12-31	80474336.56
000733	2009-09-30	21907344.93
000733	2009-06-30	4144187.52
000733	2009-03-31	-3726792.62
000733	2008-12-31	94353647.10
000733	2008-09-30	46555092.99
000733	2008-06-30	42964198.55
000733	2008-03-31	-17304520.79
000733	2007-12-31	57842827.05
000733	2007-09-30	20812350.04
000733	2007-06-30	27798154.60
000733	2007-03-31	-34638410.89
000733	2006-12-31	131030747.81
000733	2006-09-30	77665453.60
000733	2006-06-30	77657924.67
000733	2006-03-31	75460013.55
000733	2005-12-31	58554546.36
000733	2005-09-30	-2909916.97
000733	2005-06-30	-610715.36
000733	2005-03-31	30469537.48
000733	2004-12-31	23783256.64
000733	2004-09-30	-5842768.78
000733	2004-06-30	-37768525.02
000733	2004-03-31	5231383.13
000735	2014-09-30	-35812758.78
000735	2014-06-30	-27956290.25
000735	2014-03-31	-35213891.00
000735	2013-12-31	183150713.37
000735	2013-01-01	-72467393.51
000735	2013-09-30	242619040.72
000735	2013-06-30	150625918.71
000735	2013-03-31	-25476342.03
000735	2012-12-31	-72467393.51
000735	2012-01-01	114508999.71
000735	2012-09-30	-24034744.84
000735	2012-06-30	4617352.18
000735	2012-03-31	-45707546.64
000735	2011-12-31	114508999.71
000735	2011-09-30	158868427.13
000735	2011-06-30	60077531.13
000735	2011-03-31	32580409.25
000735	2010-12-31	64071190.06
000735	2010-09-30	49626239.29
000735	2010-06-30	14090072.70
000735	2010-03-31	-8329804.22
000735	2009-12-31	143792873.29
000735	2009-09-30	33930995.16
000735	2009-06-30	-16298091.06
000735	2009-03-31	-17158582.75
000735	2008-12-31	91075869.58
000735	2008-09-30	50805849.23
000735	2008-06-30	24209584.79
000735	2008-03-31	2065397.52
000735	2007-12-31	24094952.59
000735	2007-09-30	64667655.39
000735	2007-06-30	10903031.22
000735	2007-03-31	21803885.16
000735	2006-12-31	-14404249.98
000735	2006-09-30	52829028.43
000735	2006-06-30	25082552.98
000735	2006-03-31	10832123.40
000735	2005-12-31	-10082428.81
000735	2005-09-30	72881630.97
000735	2005-06-30	62206701.08
000735	2005-03-31	41732566.73
000735	2004-12-31	108221947.62
000735	2004-09-30	134672745.57
000735	2004-06-30	69744086.50
000735	2004-03-31	18878625.78
000736	2014-09-30	-1072747811.48
000736	2014-06-30	-333148030.60
000736	2014-03-31	-164517424.97
000736	2013-12-31	-1589488096.68
000736	2013-01-01	297751480.49
000736	2013-09-30	-144880391.11
000736	2013-06-30	-161955682.91
000736	2013-03-31	-131865289.07
000736	2012-12-31	297751480.49
000736	2012-01-01	-114266667.35
000736	2012-09-30	160645481.37
000736	2012-06-30	10214078.50
000736	2012-03-31	-4984268.12
000736	2011-12-31	-114266667.35
000736	2011-09-30	-118341209.88
000736	2011-06-30	-98495792.53
000736	2011-03-31	-116854366.63
000736	2010-12-31	-325697864.80
000736	2010-09-30	-245144903.72
000736	2010-06-30	-220107458.92
000736	2010-03-31	-264837507.73
000736	2009-12-31	-110000318.46
000736	2009-09-30	-138663364.59
000736	2009-06-30	-59923722.86
000736	2009-03-31	-23632456.17
000736	2008-12-31	-253803238.38
000736	2008-09-30	-211777.21
000736	2008-06-30	-257823.98
000736	2008-03-31	155794.85
000736	2007-12-31	122879.24
000736	2007-09-30	-57718.59
000736	2007-06-30	-26027.14
000736	2007-03-31	-57459.88
000736	2006-12-31	54497.55
000736	2006-09-30	89370.26
000736	2006-06-30	33827.27
000736	2006-03-31	-136429.28
000736	2005-12-31	397184.66
000736	2005-09-30	-4023222.67
000736	2005-06-30	-11494254.44
000736	2005-03-31	-9619812.19
000736	2004-12-31	-389024684.46
000736	2004-09-30	-149440250.99
000736	2004-06-30	-160455406.96
000736	2004-03-31	-65838257.27
000737	2014-09-30	141823870.41
000737	2014-06-30	42204849.55
000737	2014-03-31	-10905733.29
000737	2013-12-31	-232801494.68
000737	2013-01-01	30571915.41
000737	2013-09-30	-312997211.85
000737	2013-06-30	-329357421.16
000737	2013-03-31	-132012611.50
000737	2012-12-31	30571915.41
000737	2012-01-01	243189520.14
000737	2012-09-30	63391523.11
000737	2012-06-30	103477189.21
000737	2012-03-31	78204945.06
000737	2011-12-31	243189520.14
000737	2011-09-30	170994362.99
000737	2011-06-30	133042629.56
000737	2011-03-31	94374549.46
000737	2010-12-31	108504932.02
000737	2010-09-30	29640662.72
000737	2010-06-30	-25163614.72
000737	2010-03-31	-15884458.24
000737	2009-12-31	-55018737.57
000737	2009-09-30	78162190.85
000737	2009-06-30	74860713.94
000737	2009-03-31	46949162.22
000737	2008-12-31	209764152.41
000737	2008-09-30	295908875.80
000737	2008-06-30	187881236.19
000737	2008-03-31	52273134.47
000737	2007-12-31	371995571.62
000737	2007-09-30	205561090.10
000737	2007-06-30	155711477.93
000737	2007-03-31	52323150.53
000737	2006-12-31	351843232.29
000737	2006-09-30	282534251.77
000737	2006-06-30	183821838.79
000737	2006-03-31	65997129.47
000737	2005-12-31	309634931.84
000737	2005-09-30	217779160.62
000737	2005-06-30	192628047.06
000737	2005-03-31	52079935.05
000737	2004-12-31	280576767.27
000737	2004-09-30	197027281.72
000737	2004-06-30	162589822.54
000737	2004-03-31	52921414.24
000738	2014-09-30	-109858117.70
000738	2014-06-30	-137262899.71
000738	2014-03-31	-207711165.07
000738	2013-01-01	199000311.75
000738	2013-12-31	133194119.53
000738	2013-09-30	-98190027.51
000738	2013-06-30	-17170536.99
000738	2013-03-31	-44631969.73
000738	2012-12-31	199000311.75
000738	2012-01-01	34619693.34
000738	2012-09-30	-95602151.32
000738	2012-06-30	53382883.95
000738	2012-03-31	-73417140.74
000738	2011-12-31	34688072.27
000738	2011-09-30	-268634387.83
000738	2011-06-30	-129051868.63
000738	2011-03-31	-33856351.24
000738	2010-12-31	552882383.82
000738	2010-09-30	282663860.28
000738	2010-06-30	164945014.99
000738	2010-03-31	115731938.76
000738	2009-12-31	86131351.31
000738	2009-09-30	-265123847.40
000738	2009-06-30	925261.05
000738	2009-03-31	1047487.53
000738	2008-12-31	-16488703.36
000738	2008-09-30	-11083382.22
000738	2008-06-30	-6242602.39
000738	2008-03-31	-295811.69
000738	2007-12-31	-10571418.51
000738	2007-09-30	-7935342.83
000738	2007-06-30	-1366604.19
000738	2007-03-31	11971013.96
000738	2006-12-31	141438116.79
000738	2006-09-30	143733637.90
000738	2006-06-30	142856065.61
000738	2006-03-31	154088028.71
000738	2005-12-31	56296585.38
000738	2005-09-30	10533242.81
000738	2005-06-30	22198072.26
000738	2005-03-31	16712196.26
000738	2004-12-31	-59020017.87
000738	2004-09-30	-81806636.50
000738	2004-06-30	-61794313.23
000738	2004-03-31	-1759704.10
000739	2014-09-30	426533351.77
000739	2014-06-30	277993563.30
000739	2014-03-31	101318613.52
000739	2013-12-31	190445544.72
000739	2013-01-01	335901418.67
000739	2013-09-30	181789106.04
000739	2013-06-30	77790130.03
000739	2013-03-31	94114083.22
000739	2012-01-01	404624093.14
000739	2012-12-31	335901418.67
000739	2012-09-30	125320473.16
000739	2012-06-30	93762976.44
000739	2012-03-31	-15805538.48
000739	2011-12-31	181737964.92
000739	2011-09-30	25420281.91
000739	2011-06-30	24690306.45
000739	2011-03-31	22244346.85
000739	2010-12-31	121045562.77
000739	2010-09-30	122031145.38
000739	2010-06-30	137120399.18
000739	2010-03-31	9809022.48
000739	2009-12-31	208298453.89
000739	2009-09-30	116101616.89
000739	2009-06-30	112292522.13
000739	2009-03-31	49341501.80
000739	2008-12-31	94568648.03
000739	2008-09-30	-12283032.82
000739	2008-06-30	43485464.23
000739	2008-03-31	21941442.61
000739	2007-12-31	174198827.20
000739	2007-09-30	-27806643.47
000739	2007-06-30	-12438753.76
000739	2007-03-31	-45398287.86
000739	2006-12-31	159428595.00
000739	2006-09-30	66010460.39
000739	2006-06-30	46251795.77
000739	2006-03-31	3402883.61
000739	2005-12-31	87395223.56
000739	2005-09-30	26281310.54
000739	2005-06-30	17497930.34
000739	2004-12-31	47544461.83
000739	2004-09-30	19356737.71
000739	2004-06-30	4756667.41
000748	2014-09-30	-353058157.89
000748	2014-06-30	-327298367.29
000748	2014-03-31	-218774465.50
000748	2013-12-31	-57905207.27
000748	2013-01-01	39171742.17
000748	2013-09-30	-347074656.76
000748	2013-06-30	-300564451.34
000748	2013-03-31	-191312135.93
000748	2012-12-31	39171742.17
000748	2012-01-01	150135955.15
000748	2012-09-30	-283948052.13
000748	2012-06-30	-273661447.56
000748	2012-03-31	-230443041.96
000748	2011-12-31	150135955.15
000748	2011-09-30	-211168399.99
000748	2011-06-30	-161893634.37
000748	2011-03-31	-159077214.24
000748	2010-12-31	40881071.34
000748	2010-09-30	-185273419.64
000748	2010-06-30	-113546709.40
000748	2010-03-31	-79890410.55
000748	2009-12-31	53109246.32
000748	2009-09-30	-115538816.00
000748	2009-06-30	-50661876.43
000748	2009-03-31	-37349090.64
000748	2008-12-31	111819347.88
000748	2008-09-30	182333488.39
000748	2008-06-30	52062625.70
000748	2008-03-31	17998980.56
000748	2007-12-31	-30329049.50
000748	2007-09-30	-117262676.17
000748	2007-06-30	-63300187.06
000748	2007-03-31	-61479576.70
000748	2006-12-31	56247689.28
000748	2006-09-30	-61848389.18
000748	2006-06-30	-100120520.82
000748	2006-03-31	-94057263.29
000748	2005-12-31	10450764.25
000748	2005-09-30	-89755065.33
000748	2005-06-30	-85246820.50
000748	2005-03-31	-68985832.89
000748	2004-12-31	59442543.23
000748	2004-09-30	-96626070.57
000748	2004-06-30	-175767078.21
000748	2004-03-31	-98947795.65
000750	2014-09-30	3191365733.24
000750	2014-06-30	1013044138.54
000750	2014-03-31	895526572.42
000750	2013-12-31	-2932705735.00
000750	2013-01-01	523701065.84
000750	2013-09-30	-409739018.09
000750	2013-06-30	-269189719.42
000750	2013-03-31	-154826190.39
000750	2012-12-31	523701065.84
000750	2012-01-01	-3173151170.92
000750	2012-09-30	175181470.66
000750	2012-06-30	389066823.27
000750	2012-03-31	792913157.38
000750	2011-12-31	-3173151170.92
000750	2011-09-30	-2621099456.54
000750	2011-06-30	-1881328219.93
000750	2011-03-31	-9492867.81
000750	2010-12-31	-35613618.51
000750	2010-09-30	-5203542.38
000750	2010-06-30	-7119979.19
000750	2010-03-31	-6103052.32
000750	2009-12-31	-896056.78
000750	2009-09-30	12200718.81
000750	2009-06-30	10155385.52
000750	2009-03-31	-5589624.53
000750	2008-12-31	-214257.91
000750	2008-09-30	-4591568.68
000750	2008-06-30	897738.67
000750	2008-03-31	116580.93
000750	2007-12-31	-8668581.66
000750	2007-09-30	-10550239.86
000750	2007-06-30	-8310461.34
000750	2007-03-31	-10475720.31
000750	2006-12-31	-109552434.73
000750	2006-09-30	-158870442.88
000750	2006-06-30	-158691678.53
000750	2006-03-31	-164202530.95
000750	2005-12-31	13220950.78
000750	2005-09-30	22169732.57
000750	2005-06-30	-244234.29
000750	2005-03-31	38610725.15
000750	2004-12-31	-4005102.80
000750	2004-09-30	-23883976.40
000750	2004-06-30	1961389.50
000750	2004-03-31	6221545.06
000751	2014-09-30	-104308184.83
000751	2014-06-30	-90310455.80
000751	2014-03-31	-188914668.76
000751	2013-12-31	-293188509.79
000751	2013-01-01	-834618309.60
000751	2013-09-30	110554009.89
000751	2013-06-30	147526348.76
000751	2013-03-31	-2884965.24
000751	2012-12-31	-834618309.60
000751	2012-01-01	238234096.02
000751	2012-09-30	138283011.90
000751	2012-06-30	459712320.91
000751	2012-03-31	470744919.56
000751	2011-12-31	238234096.02
000751	2011-09-30	931669767.50
000751	2011-06-30	1346148460.88
000751	2011-03-31	379585712.11
000751	2010-12-31	831190986.65
000751	2010-09-30	-166290628.13
000751	2010-06-30	-281002736.75
000751	2010-03-31	-161813149.27
000751	2009-12-31	-1836454559.53
000751	2009-09-30	70365064.66
000751	2009-06-30	-47269848.29
000751	2009-03-31	-105403429.83
000751	2008-12-31	494369325.59
000751	2008-09-30	81079478.85
000751	2008-06-30	253325197.86
000751	2008-03-31	142429810.82
000751	2007-12-31	-707650278.04
000751	2007-09-30	-76753823.36
000751	2007-06-30	1912902.12
000751	2007-03-31	-99294529.53
000751	2006-12-31	272254462.17
000751	2006-09-30	145144595.11
000751	2006-06-30	141027688.95
000751	2006-03-31	85911376.49
000751	2005-12-31	150527493.54
000751	2005-09-30	3560277.52
000751	2005-06-30	4200034.34
000751	2004-12-31	123480715.00
000751	2004-09-30	282773306.72
000751	2004-06-30	156004640.30
000751	2004-03-31	80025601.18
000752	2014-09-30	50449724.07
000752	2014-06-30	10615637.30
000752	2014-03-31	13961577.55
000752	2013-12-31	99925825.91
000752	2013-01-01	215967266.46
000752	2013-09-30	68648815.13
000752	2013-06-30	23421912.03
000752	2013-03-31	10415987.01
000752	2012-12-31	215967266.46
000752	2012-01-01	267009294.73
000752	2012-09-30	155266995.64
000752	2012-06-30	134404579.17
000752	2012-03-31	17602293.29
000752	2011-12-31	267009294.73
000752	2011-09-30	350663005.57
000752	2011-06-30	220215734.87
000752	2011-03-31	177227480.91
000752	2010-12-31	-9243237.09
000752	2010-09-30	145037825.07
000752	2010-06-30	111620514.44
000752	2010-03-31	31305161.37
000752	2009-12-31	209125587.05
000752	2009-09-30	129036927.20
000752	2009-06-30	79556878.88
000752	2009-03-31	949419.67
000752	2008-12-31	154452102.31
000752	2008-09-30	126727804.15
000752	2008-06-30	14669379.99
000752	2008-03-31	190845.38
000752	2007-12-31	89634740.57
000752	2007-09-30	11236635.83
000752	2007-06-30	25419455.93
000752	2007-03-31	11747036.40
000752	2006-12-31	2239484.42
000752	2006-09-30	20317005.05
000752	2006-06-30	1222926.19
000752	2006-03-31	15673232.58
000752	2005-12-31	36965020.53
000752	2005-09-30	1326888.87
000752	2005-06-30	-18939092.11
000752	2005-03-31	2654183.76
000752	2004-12-31	98464892.52
000752	2004-09-30	132469791.13
000752	2004-06-30	93693695.06
000752	2004-03-31	-7357052.24
000753	2014-09-30	-670332599.67
000753	2014-06-30	-499684808.51
000753	2014-03-31	-249934159.16
000753	2013-12-31	32671101.86
000753	2013-01-01	-331775234.40
000753	2013-09-30	59973609.57
000753	2013-06-30	225882137.21
000753	2013-03-31	68906373.40
000753	2012-12-31	-331775234.40
000753	2012-01-01	37148669.44
000753	2012-09-30	-21432668.76
000753	2012-06-30	-14750623.66
000753	2012-03-31	-13125138.03
000753	2011-12-31	37148669.44
000753	2011-09-30	-71495714.19
000753	2011-06-30	-50055173.65
000753	2011-03-31	-66333749.81
000753	2010-12-31	-173167693.87
000753	2010-09-30	-172621731.47
000753	2010-06-30	-111218614.43
000753	2010-03-31	-91927463.06
000753	2009-12-31	25492725.93
000753	2009-09-30	128690587.59
000753	2009-06-30	92041246.15
000753	2009-03-31	804822.99
000753	2008-12-31	-15861225.54
000753	2008-09-30	-39462167.04
000753	2008-06-30	-28803323.14
000753	2008-03-31	-26260252.90
000753	2007-12-31	9677000.70
000753	2007-09-30	20704233.76
000753	2007-06-30	56625962.51
000753	2007-03-31	-17563363.69
000753	2006-12-31	251355385.93
000753	2006-09-30	38375558.82
000753	2006-06-30	25306943.60
000753	2006-03-31	12083913.05
000753	2005-12-31	48460066.43
000753	2005-09-30	293117760.81
000753	2005-06-30	92290313.12
000753	2005-03-31	11662135.71
000753	2004-12-31	70465166.04
000753	2004-09-30	19714960.64
000753	2004-06-30	75742923.01
000753	2004-03-31	43246533.78
000755	2014-09-30	271012607.61
000755	2014-06-30	-51762433.50
000755	2014-03-31	-6488333.15
000755	2013-12-31	-352595761.56
000755	2013-01-01	22085225.32
000755	2013-09-30	-62049863.71
000755	2013-06-30	30965101.45
000755	2013-03-31	-5344535.02
000755	2012-12-31	22085225.32
000755	2012-01-01	-72616014.08
000755	2012-09-30	135256847.66
000755	2012-06-30	141851290.46
000755	2012-03-31	71075498.68
000755	2011-12-31	-72616014.08
000755	2011-09-30	161486768.20
000755	2011-06-30	40931922.26
000755	2011-03-31	-98685856.59
000755	2010-12-31	-66312410.28
000755	2010-09-30	34145902.85
000755	2010-06-30	180481886.66
000755	2010-03-31	141866538.12
000755	2009-12-31	63759038.19
000755	2009-09-30	40820847.96
000755	2009-06-30	45632749.09
000755	2009-03-31	-36773052.02
000755	2008-12-31	210407343.66
000755	2008-09-30	63891997.71
000755	2008-06-30	61093773.33
000755	2008-03-31	112375980.32
000755	2007-12-31	495488754.11
000755	2007-09-30	205282962.38
000755	2007-06-30	165676231.37
000755	2007-03-31	181746528.61
000755	2006-12-31	365862353.54
000755	2006-09-30	353514783.62
000755	2006-06-30	127483416.42
000755	2006-03-31	109677747.89
000755	2005-12-31	376631532.33
000755	2005-09-30	221394036.80
000755	2005-06-30	106854579.39
000755	2005-03-31	621969.59
000755	2004-12-31	149346031.64
000755	2004-09-30	36353896.13
000755	2004-06-30	119639680.68
000755	2004-03-31	-14947417.15
000756	2014-09-30	215778512.70
000756	2014-06-30	119711584.97
000756	2014-03-31	52871464.45
000756	2013-12-31	92636929.72
000756	2013-01-01	37817990.39
000756	2013-09-30	11577211.51
000756	2013-06-30	5378264.18
000756	2013-03-31	-122640755.17
000756	2012-01-01	97083018.85
000756	2012-12-31	37817990.39
000756	2012-09-30	-28273675.92
000756	2012-06-30	-42186834.32
000756	2012-03-31	-70103840.24
000756	2011-12-31	97083018.85
000756	2011-09-30	43213127.79
000756	2011-06-30	27512297.58
000756	2011-03-31	-40764378.81
000756	2010-12-31	173000248.75
000756	2010-09-30	144844862.93
000756	2010-06-30	136981964.64
000756	2010-03-31	48980692.52
000756	2009-12-31	344795891.77
000756	2009-09-30	157006685.80
000756	2009-06-30	121733607.26
000756	2009-03-31	27941188.65
000756	2008-12-31	103479359.78
000756	2008-09-30	66978094.65
000756	2008-06-30	43980363.32
000756	2008-03-31	-27562378.72
000756	2007-12-31	120591043.84
000756	2007-09-30	137347207.93
000756	2007-06-30	78785266.46
000756	2007-03-31	5288957.49
000756	2006-12-31	133303506.08
000756	2006-09-30	30505075.52
000756	2006-06-30	6252114.88
000756	2006-03-31	1360638.07
000756	2005-12-31	178859107.49
000756	2005-09-30	108843010.19
000756	2005-06-30	60602222.78
000756	2005-03-31	2784477.22
000756	2004-12-31	59124734.87
000756	2004-09-30	60363403.70
000756	2004-06-30	4918029.76
000756	2004-03-31	7973612.43
000757	2014-09-30	8940593.23
000757	2014-06-30	16447295.74
000757	2014-03-31	-3528686.05
000757	2013-12-31	96488761.06
000757	2013-01-01	87017164.82
000757	2013-09-30	76675410.88
000757	2013-06-30	17004162.56
000757	2013-03-31	20775117.85
000757	2012-12-31	87017164.82
000757	2012-01-01	28222691.38
000757	2012-09-30	29588248.00
000757	2012-06-30	12676868.95
000757	2012-03-31	4907848.07
000757	2011-12-31	28222691.38
000757	2011-09-30	17039724.96
000757	2011-06-30	-449506.09
000757	2011-03-31	-387320.57
000757	2010-12-31	4554401.49
000757	2010-09-30	-8884457.52
000757	2010-06-30	4482480.88
000757	2010-03-31	-12905026.99
000757	2009-12-31	18293092.26
000757	2009-09-30	5818005.16
000757	2009-06-30	1722260.39
000757	2009-03-31	3095346.89
000757	2008-12-31	-1361591.10
000757	2008-09-30	-2170179.34
000757	2008-06-30	-1642949.64
000757	2008-03-31	-524382.03
000757	2007-12-31	28156976.83
000757	2007-09-30	2361333.61
000757	2007-06-30	-2308929.59
000757	2007-03-31	-9051690.58
000757	2006-12-31	1712522.22
000757	2006-09-30	-157263.92
000757	2006-06-30	-3664504.58
000757	2006-03-31	-2262732.85
000757	2005-12-31	21322705.84
000757	2005-09-30	-730817221.75
000757	2005-06-30	-713869583.53
000757	2005-03-31	-187228065.07
000757	2004-12-31	25391601.21
000757	2004-09-30	59081205.13
000757	2004-06-30	4175479.32
000757	2004-03-31	21880073.11
000758	2014-09-30	-909032337.50
000758	2014-06-30	-236777566.76
000758	2014-03-31	-163147273.27
000758	2013-12-31	160764695.61
000758	2013-01-01	-1138047815.43
000758	2013-09-30	-721783920.30
000758	2013-06-30	-652579998.32
000758	2013-03-31	-455043912.53
000758	2012-12-31	-1138047815.43
000758	2012-01-01	-314013871.82
000758	2012-09-30	-1286036827.65
000758	2012-06-30	-796923672.10
000758	2012-03-31	-493704378.47
000758	2011-12-31	-314013871.82
000758	2011-09-30	-662767316.43
000758	2011-06-30	-93012182.42
000758	2011-03-31	57052006.09
000758	2010-12-31	23989091.86
000758	2010-09-30	-368691202.43
000758	2010-06-30	-246817914.39
000758	2010-03-31	-169864824.91
000758	2009-12-31	561041058.08
000758	2009-09-30	481528548.36
000758	2009-06-30	269935368.60
000758	2009-03-31	53579190.04
000758	2008-12-31	212212488.50
000758	2008-09-30	-78555172.46
000758	2008-06-30	73159027.18
000758	2008-03-31	-130650127.55
000758	2007-12-31	371990451.61
000758	2007-09-30	53157194.11
000758	2007-06-30	-42705702.68
000758	2007-03-31	76969678.81
000758	2006-12-31	204607788.13
000758	2006-09-30	44591083.48
000758	2006-06-30	-23232235.07
000758	2006-03-31	-78829077.20
000758	2005-12-31	319947765.02
000758	2005-09-30	-51300483.83
000758	2005-06-30	-20281286.31
000758	2005-03-31	-11354809.07
000758	2004-12-31	-267951870.27
000758	2004-09-30	-230459271.31
000758	2004-06-30	-115426041.68
000758	2004-03-31	-87783649.71
000759	2014-09-30	600117341.23
000759	2014-06-30	362901904.93
000759	2014-03-31	489204761.10
000759	2013-12-31	742855466.10
000759	2013-01-01	1016947282.26
000759	2013-09-30	771608155.80
000759	2013-06-30	588302650.47
000759	2013-03-31	283034139.62
000759	2012-12-31	1016947282.26
000759	2012-01-01	832898903.95
000759	2012-09-30	897730059.06
000759	2012-06-30	572909869.87
000759	2012-03-31	268631455.04
000759	2011-12-31	832898903.95
000759	2011-09-30	674910795.24
000759	2011-06-30	351642262.41
000759	2011-03-31	580691937.61
000759	2010-12-31	814920022.65
000759	2010-09-30	872555809.25
000759	2010-06-30	415228415.81
000759	2010-03-31	639811069.32
000759	2009-12-31	682603646.52
000759	2009-09-30	840544435.88
000759	2009-06-30	551117070.74
000759	2009-03-31	502341625.47
000759	2008-12-31	473360742.02
000759	2008-09-30	220142036.95
000759	2008-06-30	120263298.53
000759	2008-03-31	171120363.02
000759	2007-12-31	473924563.98
000759	2007-09-30	459196090.21
000759	2007-06-30	439756097.71
000759	2007-03-31	435399936.09
000759	2006-12-31	527343220.10
000759	2006-06-30	495112295.81
000759	2006-03-31	372110353.57
000759	2005-12-31	344471099.35
000759	2005-09-30	271255794.32
000759	2005-06-30	237691669.01
000759	2005-03-31	206745183.00
000759	2004-12-31	112330559.38
000759	2004-09-30	138122113.40
000759	2004-06-30	173350972.45
000759	2004-03-31	149432188.38
000760	2014-09-30	-28166597.43
000760	2014-06-30	-69055815.46
000760	2014-03-31	11160675.20
000760	2013-12-31	-13182775.87
000760	2013-01-01	-66912730.40
000760	2013-09-30	1855464.69
000760	2013-06-30	-3638738.32
000760	2013-03-31	-3388129.96
000760	2012-12-31	-66912730.40
000760	2012-01-01	-47187673.48
000760	2012-09-30	80314539.30
000760	2012-06-30	-36790034.89
000760	2012-03-31	-2700558.84
000760	2011-12-31	-47187673.48
000760	2011-09-30	10428556.81
000760	2011-06-30	42149431.38
000760	2011-03-31	19485130.39
000760	2010-12-31	12636845.40
000760	2010-09-30	45257999.00
000760	2010-06-30	35740348.43
000760	2010-03-31	5391320.25
000760	2009-12-31	15861755.74
000760	2009-09-30	13035108.94
000760	2009-06-30	1230128.74
000760	2009-03-31	31640957.97
000760	2008-12-31	-158998.56
000760	2008-09-30	-24483669.17
000760	2008-06-30	-10408780.82
000760	2008-03-31	-12988432.46
000760	2007-12-31	147486246.49
000760	2007-09-30	848431.36
000760	2007-06-30	12752724.81
000760	2007-03-31	12594113.62
000760	2006-12-31	60560507.76
000760	2006-09-30	74471204.47
000760	2006-06-30	35941882.26
000760	2006-03-31	16013718.40
000760	2005-12-31	69265597.86
000760	2005-09-30	-9056732.30
000760	2005-06-30	-12382254.93
000760	2005-03-31	-25249735.56
000760	2004-12-31	17518237.64
000760	2004-09-30	-13296243.62
000760	2004-06-30	-14866686.87
000761	2014-09-30	-235268594.72
000761	2014-06-30	-1222463099.76
000761	2014-03-31	-1262035328.12
000761	2013-12-31	2687944078.48
000761	2013-01-01	1783677238.80
000761	2013-09-30	91938034.13
000761	2013-06-30	508005622.06
000761	2013-03-31	-653089936.96
000761	2012-01-01	1333465780.31
000761	2012-12-31	884252315.64
000761	2012-09-30	89662963.20
000761	2012-06-30	189516824.61
000761	2012-03-31	579960675.89
000761	2011-12-31	1333465780.31
000761	2011-09-30	250593654.93
000761	2011-06-30	1141757019.65
